A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/5.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/5.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Shenyang,PM2.5,5/16/2016 17:00,2016,5,16,17,53,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/16/2016 18:00,2016,5,16,18,40,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/16/2016 19:00,2016,5,16,19,28,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/16/2016 20:00,2016,5,16,20,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/16/2016 21:00,2016,5,16,21,41,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/16/2016 22:00,2016,5,16,22,57,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/16/2016 23:00,2016,5,16,23,43,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 0:00,2016,5,17,0,32,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 1:00,2016,5,17,1,23,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 2:00,2016,5,17,2,27,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 3:00,2016,5,17,3,23,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 4:00,2016,5,17,4,24,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 5:00,2016,5,17,5,30,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 6:00,2016,5,17,6,61,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 7:00,2016,5,17,7,40,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 8:00,2016,5,17,8,43,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 9:00,2016,5,17,9,59,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 10:00,2016,5,17,10,64,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 11:00,2016,5,17,11,56,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 12:00,2016,5,17,12,59,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 13:00,2016,5,17,13,71,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 14:00,2016,5,17,14,63,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 15:00,2016,5,17,15,47,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 16:00,2016,5,17,16,45,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 17:00,2016,5,17,17,40,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 18:00,2016,5,17,18,32,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 19:00,2016,5,17,19,29,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 20:00,2016,5,17,20,17,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 21:00,2016,5,17,21,35,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 22:00,2016,5,17,22,32,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/17/2016 23:00,2016,5,17,23,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 0:00,2016,5,18,0,39,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 1:00,2016,5,18,1,41,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 2:00,2016,5,18,2,81,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 3:00,2016,5,18,3,38,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 4:00,2016,5,18,4,33,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 5:00,2016,5,18,5,38,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 6:00,2016,5,18,6,38,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 7:00,2016,5,18,7,42,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 8:00,2016,5,18,8,48,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 9:00,2016,5,18,9,50,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 10:00,2016,5,18,10,57,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 11:00,2016,5,18,11,52,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 12:00,2016,5,18,12,57,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 13:00,2016,5,18,13,61,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 14:00,2016,5,18,14,63,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 15:00,2016,5,18,15,66,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 16:00,2016,5,18,16,65,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 17:00,2016,5,18,17,83,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 18:00,2016,5,18,18,64,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 19:00,2016,5,18,19,72,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 20:00,2016,5,18,20,72,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 21:00,2016,5,18,21,64,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 22:00,2016,5,18,22,42,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/18/2016 23:00,2016,5,18,23,34,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 0:00,2016,5,19,0,36,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 1:00,2016,5,19,1,36,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 2:00,2016,5,19,2,40,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 3:00,2016,5,19,3,42,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 4:00,2016,5,19,4,40,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 5:00,2016,5,19,5,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 6:00,2016,5,19,6,38,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 7:00,2016,5,19,7,46,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 8:00,2016,5,19,8,43,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 9:00,2016,5,19,9,55,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 10:00,2016,5,19,10,48,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 11:00,2016,5,19,11,46,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 12:00,2016,5,19,12,48,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 13:00,2016,5,19,13,97,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 14:00,2016,5,19,14,53,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 15:00,2016,5,19,15,71,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 16:00,2016,5,19,16,46,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 17:00,2016,5,19,17,67,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 18:00,2016,5,19,18,143,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 19:00,2016,5,19,19,30,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 20:00,2016,5,19,20,11,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 21:00,2016,5,19,21,32,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 22:00,2016,5,19,22,41,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/19/2016 23:00,2016,5,19,23,49,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 0:00,2016,5,20,0,35,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 1:00,2016,5,20,1,29,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 2:00,2016,5,20,2,27,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 3:00,2016,5,20,3,30,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 4:00,2016,5,20,4,27,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 5:00,2016,5,20,5,28,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 6:00,2016,5,20,6,29,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 7:00,2016,5,20,7,46,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 8:00,2016,5,20,8,91,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 9:00,2016,5,20,9,71,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 10:00,2016,5,20,10,47,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 11:00,2016,5,20,11,58,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 12:00,2016,5,20,12,40,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 13:00,2016,5,20,13,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 14:00,2016,5,20,14,38,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 15:00,2016,5,20,15,28,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 16:00,2016,5,20,16,29,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 17:00,2016,5,20,17,25,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 18:00,2016,5,20,18,17,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 19:00,2016,5,20,19,19,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 20:00,2016,5,20,20,5,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 21:00,2016,5,20,21,61,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 22:00,2016,5,20,22,38,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/20/2016 23:00,2016,5,20,23,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/21/2016 0:00,2016,5,21,0,46,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/21/2016 1:00,2016,5,21,1,39,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/21/2016 2:00,2016,5,21,2,42,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/21/2016 3:00,2016,5,21,3,43,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/21/2016 4:00,2016,5,21,4,49,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/21/2016 5:00,2016,5,21,5,70,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/21/2016 6:00,2016,5,21,6,79,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/21/2016 7:00,2016,5,21,7,90,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/21/2016 8:00,2016,5,21,8,80,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/21/2016 9:00,2016,5,21,9,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/21/2016 10:00,2016,5,21,10,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/21/2016 11:00,2016,5,21,11,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/21/2016 12:00,2016,5,21,12,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/21/2016 13:00,2016,5,21,13,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/21/2016 14:00,2016,5,21,14,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/21/2016 15:00,2016,5,21,15,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/21/2016 16:00,2016,5,21,16,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/21/2016 17:00,2016,5,21,17,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/21/2016 18:00,2016,5,21,18,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/21/2016 19:00,2016,5,21,19,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/21/2016 20:00,2016,5,21,20,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/21/2016 21:00,2016,5,21,21,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/21/2016 22:00,2016,5,21,22,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/21/2016 23:00,2016,5,21,23,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 0:00,2016,5,22,0,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 1:00,2016,5,22,1,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 2:00,2016,5,22,2,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 3:00,2016,5,22,3,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 4:00,2016,5,22,4,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 5:00,2016,5,22,5,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 6:00,2016,5,22,6,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 7:00,2016,5,22,7,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 8:00,2016,5,22,8,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 9:00,2016,5,22,9,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 10:00,2016,5,22,10,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 11:00,2016,5,22,11,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 12:00,2016,5,22,12,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 13:00,2016,5,22,13,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 14:00,2016,5,22,14,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 15:00,2016,5,22,15,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 16:00,2016,5,22,16,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 17:00,2016,5,22,17,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 18:00,2016,5,22,18,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 19:00,2016,5,22,19,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 20:00,2016,5,22,20,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 21:00,2016,5,22,21,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 22:00,2016,5,22,22,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/22/2016 23:00,2016,5,22,23,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/23/2016 0:00,2016,5,23,0,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/23/2016 1:00,2016,5,23,1,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/23/2016 2:00,2016,5,23,2,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/23/2016 3:00,2016,5,23,3,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/23/2016 4:00,2016,5,23,4,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/23/2016 5:00,2016,5,23,5,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/23/2016 6:00,2016,5,23,6,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/23/2016 7:00,2016,5,23,7,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/23/2016 8:00,2016,5,23,8,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/23/2016 9:00,2016,5,23,9,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/23/2016 10:00,2016,5,23,10,81,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/23/2016 11:00,2016,5,23,11,66,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/23/2016 12:00,2016,5,23,12,67,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/23/2016 13:00,2016,5,23,13,34,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/23/2016 14:00,2016,5,23,14,22,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/23/2016 15:00,2016,5,23,15,24,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/23/2016 16:00,2016,5,23,16,34,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/23/2016 17:00,2016,5,23,17,38,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/23/2016 18:00,2016,5,23,18,47,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/23/2016 19:00,2016,5,23,19,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/23/2016 20:00,2016,5,23,20,96,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/23/2016 21:00,2016,5,23,21,83,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/23/2016 22:00,2016,5,23,22,81,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/23/2016 23:00,2016,5,23,23,69,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 0:00,2016,5,24,0,72,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 1:00,2016,5,24,1,59,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 2:00,2016,5,24,2,61,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 3:00,2016,5,24,3,57,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 4:00,2016,5,24,4,54,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 5:00,2016,5,24,5,68,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 6:00,2016,5,24,6,73,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 7:00,2016,5,24,7,114,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 8:00,2016,5,24,8,129,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 9:00,2016,5,24,9,130,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 10:00,2016,5,24,10,99,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 11:00,2016,5,24,11,85,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 12:00,2016,5,24,12,45,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 13:00,2016,5,24,13,103,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 14:00,2016,5,24,14,20,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 15:00,2016,5,24,15,48,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 16:00,2016,5,24,16,41,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 17:00,2016,5,24,17,40,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 18:00,2016,5,24,18,58,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 19:00,2016,5,24,19,170,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 20:00,2016,5,24,20,44,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 21:00,2016,5,24,21,44,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 22:00,2016,5,24,22,52,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/24/2016 23:00,2016,5,24,23,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 0:00,2016,5,25,0,53,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 1:00,2016,5,25,1,46,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 2:00,2016,5,25,2,54,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 3:00,2016,5,25,3,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 4:00,2016,5,25,4,65,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 5:00,2016,5,25,5,59,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 6:00,2016,5,25,6,61,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 7:00,2016,5,25,7,71,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 8:00,2016,5,25,8,64,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 9:00,2016,5,25,9,62,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 10:00,2016,5,25,10,56,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 11:00,2016,5,25,11,25,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 12:00,2016,5,25,12,137,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 13:00,2016,5,25,13,54,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 14:00,2016,5,25,14,8,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 15:00,2016,5,25,15,14,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 16:00,2016,5,25,16,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/25/2016 17:00,2016,5,25,17,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/25/2016 18:00,2016,5,25,18,-999,µg/m³,1 Hr,Missing
Shenyang,PM2.5,5/25/2016 19:00,2016,5,25,19,29,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 20:00,2016,5,25,20,25,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 21:00,2016,5,25,21,31,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 22:00,2016,5,25,22,40,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/25/2016 23:00,2016,5,25,23,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 0:00,2016,5,26,0,53,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 1:00,2016,5,26,1,48,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 2:00,2016,5,26,2,59,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 3:00,2016,5,26,3,60,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 4:00,2016,5,26,4,58,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 5:00,2016,5,26,5,62,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 6:00,2016,5,26,6,60,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 7:00,2016,5,26,7,68,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 8:00,2016,5,26,8,52,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 9:00,2016,5,26,9,69,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 10:00,2016,5,26,10,79,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 11:00,2016,5,26,11,20,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 12:00,2016,5,26,12,0,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 13:00,2016,5,26,13,-1,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 14:00,2016,5,26,14,3,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 15:00,2016,5,26,15,10,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 16:00,2016,5,26,16,6,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 17:00,2016,5,26,17,6,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 18:00,2016,5,26,18,4,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 19:00,2016,5,26,19,8,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 20:00,2016,5,26,20,20,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 21:00,2016,5,26,21,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 22:00,2016,5,26,22,53,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/26/2016 23:00,2016,5,26,23,52,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 0:00,2016,5,27,0,41,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 1:00,2016,5,27,1,40,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 2:00,2016,5,27,2,30,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 3:00,2016,5,27,3,36,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 4:00,2016,5,27,4,43,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 5:00,2016,5,27,5,41,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 6:00,2016,5,27,6,36,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 7:00,2016,5,27,7,33,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 8:00,2016,5,27,8,29,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 9:00,2016,5,27,9,26,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 10:00,2016,5,27,10,34,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 11:00,2016,5,27,11,35,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 12:00,2016,5,27,12,31,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 13:00,2016,5,27,13,26,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 14:00,2016,5,27,14,20,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 15:00,2016,5,27,15,22,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 16:00,2016,5,27,16,21,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 17:00,2016,5,27,17,21,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 18:00,2016,5,27,18,20,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 19:00,2016,5,27,19,13,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 20:00,2016,5,27,20,21,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 21:00,2016,5,27,21,26,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 22:00,2016,5,27,22,34,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/27/2016 23:00,2016,5,27,23,43,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/28/2016 0:00,2016,5,28,0,46,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/28/2016 1:00,2016,5,28,1,35,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/28/2016 2:00,2016,5,28,2,30,µg/m³,1 Hr,Valid
Shenyang,PM2.5,5/28/2016 3:00,2016,5,28,3,19,µg/m³,1 Hr,Valid
